Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,9950      
Trigger,0         
Start time,2021-03-31,13:35:33
End time,2021-03-31,14:58:28
Trigger time,2021-03-31,13:35:33
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],30,23,1,0
CH8," CH 8","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,0,17,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm1-10,AlarmOut
       439,2021/03/31 13:39:12,  0,+  25.6,+  28.0,+  32.3,+  33.7,+  99.3,+  64.3,+  67.7,+  97.7,LLLLLLLLLL,LLLL
       440,2021/03/31 13:39:12,500,+  25.5,+  28.0,+  32.6,+  33.7,+  99.3,+  64.5,+  67.8,+  97.8,LLLLLLLLLL,LLLL
       441,2021/03/31 13:39:13,  0,+  25.4,+  28.0,+  32.7,+  33.7,+  99.6,+  64.6,+  67.8,+  97.9,LLLLLLLLLL,LLLL
       442,2021/03/31 13:39:13,500,+  25.6,+  27.9,+  32.6,+  33.8,+  99.6,+  64.7,+  67.9,+  97.9,LLLLLLLLLL,LLLL
       443,2021/03/31 13:39:14,  0,+  25.4,+  28.0,+  32.8,+  34.0,+  99.6,+  64.7,+  67.9,+  98.2,LLLLLLLLLL,LLLL
       444,2021/03/31 13:39:14,500,+  25.6,+  28.0,+  32.8,+  33.7,+ 100.0,+  65.0,+  68.2,+  98.2,LLLLLLLLLL,LLLL
       445,2021/03/31 13:39:15,  0,+  25.6,+  28.3,+  32.9,+  34.1,+ 100.0,+  65.1,+  68.2,+  98.2,LLLLLLLLLL,LLLL
       446,2021/03/31 13:39:15,500,+  25.7,+  28.2,+  33.0,+  34.1,+ 100.3,+  65.2,+  68.2,+  98.4,LLLLLLLLLL,LLLL
       447,2021/03/31 13:39:16,  0,+  25.8,+  28.3,+  33.1,+  34.1,+ 100.3,+  65.3,+  68.4,+  98.4,LLLLLLLLLL,LLLL
       448,2021/03/31 13:39:16,500,+  25.7,+  28.3,+  33.0,+  34.2,+ 100.5,+  65.3,+  68.4,+  98.4,LLLLLLLLLL,LLLL
       449,2021/03/31 13:39:17,  0,+  25.9,+  28.1,+  33.1,+  34.2,+ 100.6,+  65.5,+  68.5,+  98.5,LLLLLLLLLL,LLLL
       450,2021/03/31 13:39:17,500,+  25.7,+  28.3,+  33.1,+  34.2,+ 100.8,+  65.4,+  68.5,+  98.5,LLLLLLLLLL,LLLL
       451,2021/03/31 13:39:18,  0,+  25.8,+  28.5,+  33.2,+  34.3,+ 100.7,+  65.4,+  68.5,+  98.7,LLLLLLLLLL,LLLL
       452,2021/03/31 13:39:18,500,+  25.8,+  28.3,+  33.2,+  34.5,+ 100.7,+  65.6,+  68.7,+  98.9,LLLLLLLLLL,LLLL
       453,2021/03/31 13:39:19,  0,+  25.6,+  28.4,+  33.3,+  34.4,+ 101.0,+  65.7,+  68.8,+  99.0,LLLLLLLLLL,LLLL
       454,2021/03/31 13:39:19,500,+  25.6,+  28.5,+  33.4,+  34.2,+ 101.2,+  65.8,+  68.8,+  99.1,LLLLLLLLLL,LLLL
       455,2021/03/31 13:39:20,  0,+  25.9,+  28.4,+  33.4,+  34.9,+ 101.5,+  65.9,+  68.9,+  99.0,LLLLLLLLLL,LLLL
       456,2021/03/31 13:39:20,500,+  25.8,+  28.8,+  33.6,+  34.4,+ 101.3,+  65.9,+  69.0,+  99.0,LLLLLLLLLL,LLLL
       457,2021/03/31 13:39:21,  0,+  25.9,+  28.5,+  33.5,+  34.6,+ 101.6,+  65.9,+  69.0,+  99.3,LLLLLLLLLL,LLLL
       458,2021/03/31 13:39:21,500,+  25.8,+  28.7,+  33.4,+  34.7,+ 101.6,+  66.1,+  69.0,+  99.1,LLLLLLLLLL,LLLL
       459,2021/03/31 13:39:22,  0,+  25.8,+  28.8,+  33.7,+  34.6,+ 101.8,+  66.2,+  69.0,+  99.5,LLLLLLLLLL,LLLL
       460,2021/03/31 13:39:22,500,+  25.8,+  28.7,+  33.7,+  34.9,+ 101.8,+  66.3,+  69.2,+  99.4,LLLLLLLLLL,LLLL
       461,2021/03/31 13:39:23,  0,+  26.0,+  28.8,+  33.8,+  34.9,+ 101.9,+  66.4,+  69.2,+  99.6,LLLLLLLLLL,LLLL
       462,2021/03/31 13:39:23,500,+  25.8,+  29.0,+  33.9,+  34.9,+ 102.3,+  66.4,+  69.4,+  99.8,LLLLLLLLLL,LLLL
       463,2021/03/31 13:39:24,  0,+  25.9,+  29.0,+  33.7,+  35.0,+ 102.2,+  66.5,+  69.4,+  99.7,LLLLLLLLLL,LLLL
       464,2021/03/31 13:39:24,500,+  25.9,+  28.7,+  34.1,+  34.9,+ 102.4,+  66.6,+  69.4,+  99.8,LLLLLLLLLL,LLLL
       465,2021/03/31 13:39:25,  0,+  25.9,+  28.8,+  34.1,+  35.0,+ 102.4,+  66.7,+  69.6,+  99.7,LLLLLLLLLL,LLLL
       466,2021/03/31 13:39:25,500,+  26.0,+  29.0,+  34.1,+  35.2,+ 102.7,+  66.7,+  69.7,+  99.9,LLLLLLLLLL,LLLL
       467,2021/03/31 13:39:26,  0,+  25.9,+  28.8,+  34.2,+  35.1,+ 102.7,+  66.8,+  69.6,+  99.9,LLLLLLLLLL,LLLL
       468,2021/03/31 13:39:26,500,+  26.1,+  28.8,+  34.0,+  35.1,+ 103.0,+  66.8,+  69.9,+  99.9,LLLLLLLLLL,LLLL
       469,2021/03/31 13:39:27,  0,+  25.8,+  28.8,+  34.1,+  35.2,+ 103.0,+  66.8,+  69.9,+ 100.2,LLLLLLLLLL,LLLL
       470,2021/03/31 13:39:27,500,+  26.2,+  29.2,+  34.2,+  35.2,+ 103.2,+  66.9,+  69.9,+ 100.4,LLLLLLLLLL,LLLL
       471,2021/03/31 13:39:28,  0,+  26.2,+  29.1,+  34.3,+  35.4,+ 103.5,+  67.0,+  70.0,+ 100.5,LLLLLLLLLL,LLLL
       472,2021/03/31 13:39:28,500,+  25.9,+  29.1,+  34.4,+  35.4,+ 103.0,+  67.1,+  70.2,+ 100.2,LLLLLLLLLL,LLLL
       473,2021/03/31 13:39:29,  0,+  26.1,+  29.3,+  34.5,+  35.4,+ 103.5,+  67.2,+  70.2,+ 100.7,LLLLLLLLLL,LLLL
       474,2021/03/31 13:39:29,500,+  26.2,+  29.2,+  34.5,+  35.5,+ 103.5,+  67.2,+  70.2,+ 100.7,LLLLLLLLLL,LLLL
       475,2021/03/31 13:39:30,  0,+  26.2,+  29.2,+  34.5,+  35.5,+ 103.7,+  67.5,+  70.3,+ 100.5,LLLLLLLLLL,LLLL
       476,2021/03/31 13:39:30,500,+  26.2,+  29.3,+  34.5,+  35.5,+ 103.8,+  67.4,+  70.3,+ 100.8,LLLLLLLLLL,LLLL
       477,2021/03/31 13:39:31,  0,+  26.5,+  29.3,+  34.7,+  35.7,+ 103.8,+  67.6,+  70.3,+ 100.7,LLLLLLLLLL,LLLL
       478,2021/03/31 13:39:31,500,+  26.2,+  29.2,+  34.4,+  35.7,+ 104.0,+  67.6,+  70.5,+ 101.0,LLLLLLLLLL,LLLL
       479,2021/03/31 13:39:32,  0,+  26.2,+  29.3,+  34.8,+  35.8,+ 104.1,+  67.7,+  70.5,+ 101.1,LLLLLLLLLL,LLLL
       480,2021/03/31 13:39:32,500,+  26.3,+  29.4,+  34.8,+  35.7,+ 104.1,+  67.9,+  70.5,+ 101.2,LLLLLLLLLL,LLLL
       481,2021/03/31 13:39:33,  0,+  26.1,+  29.4,+  34.8,+  36.0,+ 104.3,+  67.9,+  70.7,+ 101.4,LLLLLLLLLL,LLLL
       482,2021/03/31 13:39:33,500,+  26.4,+  29.6,+  35.0,+  36.0,+ 104.5,+  68.2,+  70.7,+ 101.5,LLLLLLLLLL,LLLL
       483,2021/03/31 13:39:34,  0,+  26.4,+  29.6,+  34.9,+  36.0,+ 104.6,+  68.2,+  71.0,+ 101.5,LLLLLLLLLL,LLLL
       484,2021/03/31 13:39:34,500,+  26.3,+  29.6,+  35.0,+  36.2,+ 104.8,+  68.2,+  71.0,+ 101.4,LLLLLLLLLL,LLLL
       485,2021/03/31 13:39:35,  0,+  26.2,+  29.5,+  35.1,+  36.1,+ 104.9,+  68.3,+  71.0,+ 101.7,LLLLLLLLLL,LLLL
       486,2021/03/31 13:39:35,500,+  26.4,+  29.6,+  35.0,+  36.2,+ 105.1,+  68.4,+  71.1,+ 101.6,LLLLLLLLLL,LLLL
       487,2021/03/31 13:39:36,  0,+  26.3,+  29.6,+  35.3,+  36.2,+ 105.1,+  68.3,+  71.3,+ 101.7,LLLLLLLLLL,LLLL
       488,2021/03/31 13:39:36,500,+  26.5,+  29.7,+  35.2,+  36.2,+ 105.1,+  68.6,+  71.2,+ 101.6,LLLLLLLLLL,LLLL
       489,2021/03/31 13:39:37,  0,+  26.5,+  29.8,+  35.2,+  36.4,+ 105.2,+  68.6,+  71.3,+ 101.8,LLLLLLLLLL,LLLL
       490,2021/03/31 13:39:37,500,+  26.5,+  29.7,+  35.3,+  36.5,+ 105.5,+  68.6,+  71.4,+ 101.9,LLLLLLLLLL,LLLL
       491,2021/03/31 13:39:38,  0,+  26.7,+  29.8,+  35.5,+  36.3,+ 105.6,+  68.7,+  71.5,+ 102.1,LLLLLLLLLL,LLLL
       492,2021/03/31 13:39:38,500,+  26.4,+  29.8,+  35.5,+  36.5,+ 105.7,+  68.7,+  71.6,+ 102.2,LLLLLLLLLL,LLLL
       493,2021/03/31 13:39:39,  0,+  26.7,+  30.1,+  35.6,+  36.7,+ 105.8,+  68.9,+  71.7,+ 102.1,LLLLLLLLLL,LLLL
       494,2021/03/31 13:39:39,500,+  26.5,+  30.1,+  35.5,+  36.8,+ 106.2,+  69.0,+  71.7,+ 102.3,LLLLLLLLLL,LLLL
       495,2021/03/31 13:39:40,  0,+  26.8,+  30.0,+  35.8,+  36.7,+ 106.0,+  68.9,+  71.7,+ 102.4,LLLLLLLLLL,LLLL
       496,2021/03/31 13:39:40,500,+  26.8,+  30.0,+  35.7,+  36.7,+ 106.2,+  69.0,+  71.9,+ 102.5,LLLLLLLLLL,LLLL
       497,2021/03/31 13:39:41,  0,+  26.5,+  30.0,+  35.9,+  37.0,+ 106.2,+  69.3,+  71.9,+ 102.5,LLLLLLLLLL,LLLL
       498,2021/03/31 13:39:41,500,+  26.5,+  30.2,+  36.0,+  37.0,+ 106.4,+  69.1,+  72.1,+ 102.6,LLLLLLLLLL,LLLL
       499,2021/03/31 13:39:42,  0,+  26.7,+  30.1,+  35.9,+  37.2,+ 106.5,+  69.2,+  72.1,+ 102.6,LLLLLLLLLL,LLLL
       500,2021/03/31 13:39:42,500,+  26.9,+  30.0,+  36.3,+  37.1,+ 106.6,+  69.4,+  72.3,+ 102.7,LLLLLLLLLL,LLLL
       501,2021/03/31 13:39:43,  0,+  26.6,+  30.1,+  36.2,+  37.4,+ 106.7,+  69.3,+  72.2,+ 102.9,LLLLLLLLLL,LLLL
       502,2021/03/31 13:39:43,500,+  26.6,+  30.3,+  36.1,+  37.2,+ 106.8,+  69.4,+  72.3,+ 102.8,LLLLLLLLLL,LLLL
       503,2021/03/31 13:39:44,  0,+  26.7,+  30.2,+  36.2,+  37.3,+ 107.0,+  69.3,+  72.2,+ 103.0,LLLLLLLLLL,LLLL
       504,2021/03/31 13:39:44,500,+  26.9,+  30.2,+  36.3,+  37.3,+ 107.0,+  69.4,+  72.5,+ 103.2,LLLLLLLLLL,LLLL
       505,2021/03/31 13:39:45,  0,+  26.9,+  30.3,+  36.5,+  37.2,+ 107.3,+  69.4,+  72.3,+ 103.2,LLLLLLLLLL,LLLL
       506,2021/03/31 13:39:45,500,+  26.9,+  30.4,+  36.5,+  37.7,+ 107.5,+  69.4,+  72.6,+ 103.4,LLLLLLLLLL,LLLL
       507,2021/03/31 13:39:46,  0,+  26.9,+  30.6,+  36.5,+  37.5,+ 107.5,+  69.4,+  72.8,+ 103.4,LLLLLLLLLL,LLLL
       508,2021/03/31 13:39:46,500,+  26.9,+  30.6,+  36.3,+  37.4,+ 107.4,+  69.4,+  72.8,+ 103.4,LLLLLLLLLL,LLLL
       509,2021/03/31 13:39:47,  0,+  26.9,+  30.5,+  36.7,+  37.6,+ 107.9,+  69.3,+  72.8,+ 103.4,LLLLLLLLLL,LLLL
       510,2021/03/31 13:39:47,500,+  26.9,+  30.7,+  36.5,+  37.7,+ 107.7,+  69.2,+  72.9,+ 103.7,LLLLLLLLLL,LLLL
       511,2021/03/31 13:39:48,  0,+  26.9,+  30.8,+  36.7,+  37.8,+ 107.9,+  69.2,+  72.9,+ 103.4,LLLLLLLLLL,LLLL
       512,2021/03/31 13:39:48,500,+  27.0,+  31.0,+  36.9,+  37.8,+ 107.9,+  69.4,+  73.0,+ 103.7,LLLLLLLLLL,LLLL
       513,2021/03/31 13:39:49,  0,+  27.1,+  30.8,+  36.8,+  37.8,+ 108.2,+  69.3,+  73.2,+ 103.7,LLLLLLLLLL,LLLL
       514,2021/03/31 13:39:49,500,+  26.9,+  30.8,+  37.0,+  38.0,+ 108.2,+  69.4,+  73.2,+ 103.8,LLLLLLLLLL,LLLL
       515,2021/03/31 13:39:50,  0,+  26.9,+  30.8,+  36.8,+  37.9,+ 108.4,+  69.6,+  73.4,+ 103.8,LLLLLLLLLL,LLLL
       516,2021/03/31 13:39:50,500,+  27.0,+  31.0,+  36.8,+  38.1,+ 108.5,+  69.6,+  73.2,+ 104.0,LLLLLLLLLL,LLLL
       517,2021/03/31 13:39:51,  0,+  27.3,+  31.0,+  36.8,+  38.1,+ 108.7,+  69.8,+  73.2,+ 104.0,LLLLLLLLLL,LLLL
       518,2021/03/31 13:39:51,500,+  27.3,+  31.0,+  37.3,+  38.2,+ 108.7,+  70.0,+  73.4,+ 104.0,LLLLLLLLLL,LLLL
       519,2021/03/31 13:39:52,  0,+  27.0,+  31.2,+  37.0,+  38.3,+ 109.0,+  70.0,+  73.4,+ 104.3,LLLLLLLLLL,LLLL
       520,2021/03/31 13:39:52,500,+  27.1,+  31.2,+  37.4,+  38.1,+ 109.0,+  70.3,+  73.6,+ 104.4,LLLLLLLLLL,LLLL
       521,2021/03/31 13:39:53,  0,+  27.0,+  31.1,+  37.4,+  38.3,+ 109.0,+  70.3,+  73.7,+ 104.4,LLLLLLLLLL,LLLL
       522,2021/03/31 13:39:53,500,+  27.5,+  31.3,+  37.2,+  38.5,+ 109.3,+  70.4,+  73.8,+ 104.3,LLLLLLLLLL,LLLL
       523,2021/03/31 13:39:54,  0,+  27.3,+  31.3,+  37.4,+  38.4,+ 109.4,+  70.5,+  73.7,+ 104.6,LLLLLLLLLL,LLLL
       524,2021/03/31 13:39:54,500,+  27.4,+  31.3,+  37.5,+  38.5,+ 109.2,+  70.7,+  73.8,+ 104.5,LLLLLLLLLL,LLLL
       525,2021/03/31 13:39:55,  0,+  27.2,+  31.3,+  37.4,+  38.5,+ 109.6,+  70.8,+  73.8,+ 104.7,LLLLLLLLLL,LLLL
       526,2021/03/31 13:39:55,500,+  27.4,+  31.3,+  37.7,+  38.6,+ 109.6,+  71.0,+  74.0,+ 104.8,LLLLLLLLLL,LLLL
       527,2021/03/31 13:39:56,  0,+  27.3,+  31.4,+  37.8,+  38.6,+ 109.7,+  71.0,+  74.1,+ 104.8,LLLLLLLLLL,LLLL
       528,2021/03/31 13:39:56,500,+  27.3,+  31.3,+  37.7,+  38.6,+ 109.9,+  71.1,+  74.2,+ 105.0,LLLLLLLLLL,LLLL
       529,2021/03/31 13:39:57,  0,+  27.2,+  31.4,+  37.8,+  38.7,+ 109.9,+  71.3,+  74.2,+ 105.1,LLLLLLLLLL,LLLL
       530,2021/03/31 13:39:57,500,+  27.3,+  31.6,+  37.7,+  38.8,+ 110.0,+  71.3,+  74.2,+ 105.0,LLLLLLLLLL,LLLL
       531,2021/03/31 13:39:58,  0,+  27.3,+  31.4,+  37.8,+  38.8,+ 110.2,+  71.5,+  74.2,+ 105.2,LLLLLLLLLL,LLLL
       532,2021/03/31 13:39:58,500,+  27.5,+  31.4,+  38.0,+  38.8,+ 110.2,+  71.6,+  74.4,+ 105.2,LLLLLLLLLL,LLLL
       533,2021/03/31 13:39:59,  0,+  27.4,+  31.5,+  38.1,+  39.0,+ 110.3,+  71.6,+  74.3,+ 105.3,LLLLLLLLLL,LLLL
       534,2021/03/31 13:39:59,500,+  27.5,+  31.6,+  38.1,+  39.0,+ 110.7,+  71.6,+  74.5,+ 105.5,LLLLLLLLLL,LLLL
       535,2021/03/31 13:40:00,  0,+  27.5,+  31.7,+  38.1,+  39.3,+ 110.4,+  71.7,+  74.5,+ 105.4,LLLLLLLLLL,LLLL
       536,2021/03/31 13:40:00,500,+  27.6,+  31.7,+  38.1,+  39.1,+ 110.7,+  71.9,+  74.6,+ 105.5,LLLLLLLLLL,LLLL
       537,2021/03/31 13:40:01,  0,+  27.5,+  31.8,+  38.1,+  39.2,+ 110.8,+  71.9,+  74.6,+ 105.5,LLLLLLLLLL,LLLL
       538,2021/03/31 13:40:01,500,+  27.4,+  31.9,+  38.3,+  39.1,+ 111.0,+  72.0,+  74.7,+ 105.5,LLLLLLLLLL,LLLL
       539,2021/03/31 13:40:02,  0,+  27.4,+  31.7,+  38.1,+  39.4,+ 111.2,+  72.1,+  74.8,+ 105.7,LLLLLLLLLL,LLLL
       540,2021/03/31 13:40:02,500,+  27.7,+  32.1,+  38.5,+  39.6,+ 111.3,+  72.2,+  74.8,+ 105.8,LLLLLLLLLL,LLLL
       541,2021/03/31 13:40:03,  0,+  27.5,+  31.8,+  38.3,+  39.4,+ 111.4,+  72.5,+  74.9,+ 105.9,LLLLLLLLLL,LLLL
       542,2021/03/31 13:40:03,500,+  27.7,+  31.9,+  38.5,+  39.6,+ 111.4,+  72.5,+  75.1,+ 105.8,LLLLLLLLLL,LLLL
       543,2021/03/31 13:40:04,  0,+  27.7,+  31.9,+  38.6,+  39.4,+ 111.4,+  72.5,+  75.1,+ 105.8,LLLLLLLLLL,LLLL
       544,2021/03/31 13:40:04,500,+  27.7,+  32.1,+  38.5,+  39.6,+ 111.7,+  72.6,+  75.2,+ 106.0,LLLLLLLLLL,LLLL
       545,2021/03/31 13:40:05,  0,+  27.8,+  32.2,+  38.7,+  39.8,+ 111.6,+  72.6,+  75.2,+ 106.2,LLLLLLLLLL,LLLL
       546,2021/03/31 13:40:05,500,+  27.7,+  32.0,+  39.0,+  39.8,+ 111.8,+  72.8,+  75.2,+ 106.1,LLLLLLLLLL,LLLL
       547,2021/03/31 13:40:06,  0,+  27.7,+  32.3,+  38.9,+  39.6,+ 111.8,+  72.8,+  75.3,+ 106.3,LLLLLLLLLL,LLLL
       548,2021/03/31 13:40:06,500,+  27.9,+  32.3,+  38.7,+  39.9,+ 112.1,+  72.6,+  75.3,+ 106.2,LLLLLLLLLL,LLLL
       549,2021/03/31 13:40:07,  0,+  27.7,+  32.1,+  38.8,+  39.9,+ 112.1,+  72.6,+  75.5,+ 106.2,LLLLLLLLLL,LLLL
       550,2021/03/31 13:40:07,500,+  27.6,+  32.3,+  38.8,+  39.9,+ 112.3,+  72.8,+  75.6,+ 106.5,LLLLLLLLLL,LLLL
       551,2021/03/31 13:40:08,  0,+  27.9,+  32.4,+  38.9,+  39.9,+ 112.3,+  72.8,+  75.7,+ 106.5,LLLLLLLLLL,LLLL
       552,2021/03/31 13:40:08,500,+  27.9,+  32.4,+  39.0,+  40.3,+ 112.6,+  72.9,+  75.8,+ 106.6,LLLLLLLLLL,LLLL
       553,2021/03/31 13:40:09,  0,+  27.9,+  32.4,+  39.0,+  40.1,+ 112.7,+  72.9,+  75.8,+ 106.7,LLLLLLLLLL,LLLL
       554,2021/03/31 13:40:09,500,+  28.0,+  32.5,+  39.2,+  40.3,+ 112.8,+  72.9,+  75.9,+ 106.9,LLLLLLLLLL,LLLL
       555,2021/03/31 13:40:10,  0,+  28.0,+  32.6,+  39.2,+  40.3,+ 112.9,+  72.6,+  76.0,+ 106.9,LLLLLLLLLL,LLLL
       556,2021/03/31 13:40:10,500,+  27.9,+  32.7,+  39.2,+  40.4,+ 113.1,+  72.3,+  76.0,+ 106.9,LLLLLLLLLL,LLLL
       557,2021/03/31 13:40:11,  0,+  28.2,+  32.4,+  39.4,+  40.4,+ 113.1,+  72.1,+  76.0,+ 106.9,LLLLLLLLLL,LLLL
       558,2021/03/31 13:40:11,500,+  27.9,+  32.7,+  39.3,+  40.4,+ 113.3,+  71.9,+  76.1,+ 107.3,LLLLLLLLLL,LLLL
       559,2021/03/31 13:40:12,  0,+  28.0,+  32.7,+  39.4,+  40.4,+ 113.4,+  71.7,+  76.0,+ 107.2,LLLLLLLLLL,LLLL
       560,2021/03/31 13:40:12,500,+  28.2,+  32.7,+  39.4,+  40.6,+ 113.3,+  71.8,+  76.1,+ 107.3,LLLLLLLLLL,LLLL
       561,2021/03/31 13:40:13,  0,+  28.0,+  32.7,+  39.6,+  40.7,+ 113.8,+  71.7,+  76.3,+ 107.3,LLLLLLLLLL,LLLL
       562,2021/03/31 13:40:13,500,+  28.2,+  32.8,+  39.6,+  40.7,+ 113.7,+  71.5,+  76.1,+ 107.4,LLLLLLLLLL,LLLL
       563,2021/03/31 13:40:14,  0,+  28.2,+  32.8,+  39.6,+  40.8,+ 113.8,+  71.5,+  76.4,+ 107.7,LLLLLLLLLL,LLLL
       564,2021/03/31 13:40:14,500,+  28.2,+  32.8,+  39.6,+  40.5,+ 113.9,+  71.6,+  76.5,+ 107.7,LLLLLLLLLL,LLLL
       565,2021/03/31 13:40:15,  0,+  28.2,+  33.0,+  39.6,+  40.8,+ 114.4,+  71.5,+  76.6,+ 107.7,LLLLLLLLLL,LLLL
       566,2021/03/31 13:40:15,500,+  28.3,+  32.8,+  39.8,+  40.8,+ 114.1,+  71.4,+  76.6,+ 107.6,LLLLLLLLLL,LLLL
       567,2021/03/31 13:40:16,  0,+  28.3,+  33.0,+  39.8,+  40.9,+ 114.2,+  71.5,+  76.7,+ 107.7,LLLLLLLLLL,LLLL
       568,2021/03/31 13:40:16,500,+  28.3,+  32.8,+  39.9,+  40.9,+ 114.2,+  71.7,+  76.8,+ 107.7,LLLLLLLLLL,LLLL
       569,2021/03/31 13:40:17,  0,+  28.2,+  33.1,+  40.1,+  41.2,+ 114.4,+  71.9,+  77.0,+ 107.7,LLLLLLLLLL,LLLL
       570,2021/03/31 13:40:17,500,+  28.3,+  33.1,+  40.1,+  41.1,+ 114.6,+  72.2,+  76.8,+ 108.0,LLLLLLLLLL,LLLL
       571,2021/03/31 13:40:18,  0,+  28.1,+  33.1,+  40.2,+  41.1,+ 114.6,+  72.5,+  77.0,+ 108.0,LLLLLLLLLL,LLLL
       572,2021/03/31 13:40:18,500,+  28.4,+  33.1,+  40.3,+  41.0,+ 114.7,+  72.5,+  77.0,+ 108.0,LLLLLLLLLL,LLLL
       573,2021/03/31 13:40:19,  0,+  28.3,+  33.1,+  40.2,+  41.2,+ 114.8,+  72.9,+  77.0,+ 108.3,LLLLLLLLLL,LLLL
       574,2021/03/31 13:40:19,500,+  28.4,+  33.3,+  40.1,+  41.2,+ 115.1,+  73.0,+  77.2,+ 108.0,LLLLLLLLLL,LLLL
       575,2021/03/31 13:40:20,  0,+  28.3,+  33.5,+  40.3,+  41.4,+ 115.1,+  73.0,+  77.1,+ 108.3,LLLLLLLLLL,LLLL
       576,2021/03/31 13:40:20,500,+  28.5,+  33.3,+  40.6,+  41.4,+ 115.1,+  73.3,+  77.4,+ 108.2,LLLLLLLLLL,LLLL
       577,2021/03/31 13:40:21,  0,+  28.5,+  33.1,+  40.3,+  41.5,+ 115.3,+  73.5,+  77.3,+ 108.2,LLLLLLLLLL,LLLL
       578,2021/03/31 13:40:21,500,+  28.4,+  33.4,+  40.7,+  41.6,+ 115.4,+  73.6,+  77.4,+ 108.3,LLLLLLLLLL,LLLL
       579,2021/03/31 13:40:22,  0,+  28.3,+  33.4,+  40.8,+  41.7,+ 115.5,+  73.7,+  77.6,+ 108.5,LLLLLLLLLL,LLLL
       580,2021/03/31 13:40:22,500,+  28.7,+  33.6,+  40.8,+  41.7,+ 115.6,+  73.9,+  77.7,+ 108.7,LLLLLLLLLL,LLLL
       581,2021/03/31 13:40:23,  0,+  28.5,+  33.6,+  40.7,+  41.7,+ 115.8,+  74.0,+  77.8,+ 108.7,LLLLLLLLLL,LLLL
       582,2021/03/31 13:40:23,500,+  28.8,+  33.5,+  40.7,+  41.8,+ 116.0,+  74.2,+  77.9,+ 108.9,LLLLLLLLLL,LLLL
       583,2021/03/31 13:40:24,  0,+  28.7,+  33.7,+  40.9,+  41.7,+ 116.0,+  74.3,+  77.8,+ 108.8,LLLLLLLLLL,LLLL
       584,2021/03/31 13:40:24,500,+  28.5,+  33.7,+  40.9,+  41.7,+ 116.1,+  74.5,+  77.9,+ 109.0,LLLLLLLLLL,LLLL
       585,2021/03/31 13:40:25,  0,+  28.8,+  33.8,+  40.9,+  41.9,+ 116.3,+  74.7,+  77.9,+ 109.0,LLLLLLLLLL,LLLL
       586,2021/03/31 13:40:25,500,+  28.7,+  33.7,+  41.0,+  41.8,+ 116.3,+  74.8,+  78.0,+ 109.0,LLLLLLLLLL,LLLL
       587,2021/03/31 13:40:26,  0,+  28.6,+  33.9,+  41.1,+  42.2,+ 116.5,+  74.9,+  78.1,+ 109.0,LLLLLLLLLL,LLLL
       588,2021/03/31 13:40:26,500,+  28.6,+  33.7,+  41.1,+  42.0,+ 116.5,+  75.0,+  78.3,+ 109.1,LLLLLLLLLL,LLLL
       589,2021/03/31 13:40:27,  0,+  28.8,+  33.9,+  41.1,+  42.1,+ 116.5,+  75.3,+  78.3,+ 109.3,LLLLLLLLLL,LLLL
       590,2021/03/31 13:40:27,500,+  28.8,+  34.1,+  41.1,+  42.4,+ 116.7,+  75.4,+  78.3,+ 109.1,LLLLLLLLLL,LLLL
       591,2021/03/31 13:40:28,  0,+  28.8,+  33.9,+  41.1,+  42.5,+ 116.7,+  75.5,+  78.3,+ 109.4,LLLLLLLLLL,LLLL
       592,2021/03/31 13:40:28,500,+  28.8,+  34.1,+  41.4,+  42.4,+ 116.9,+  75.5,+  78.5,+ 109.4,LLLLLLLLLL,LLLL
       593,2021/03/31 13:40:29,  0,+  28.8,+  34.1,+  41.4,+  42.3,+ 117.0,+  75.8,+  78.4,+ 109.5,LLLLLLLLLL,LLLL
       594,2021/03/31 13:40:29,500,+  28.9,+  34.2,+  41.4,+  42.5,+ 117.2,+  75.8,+  78.6,+ 109.5,LLLLLLLLLL,LLLL
       595,2021/03/31 13:40:30,  0,+  29.0,+  34.1,+  41.5,+  42.6,+ 117.2,+  75.9,+  78.6,+ 109.4,LLLLLLLLLL,LLLL
