Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,4474      
Trigger,0         
Start time,2021-03-25,09:32:01
End time,2021-03-25,10:09:18
Trigger time,2021-03-25,09:32:01
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],30,23,1,0
CH8," CH 8","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,0,17,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm1-10,AlarmOut
       806,2021/03/25 09:38:43,500,+  39.2,+  43.3,+  37.1,+  38.5,+  41.0,+  88.0,+  15.5,+ 123.5,LLLLLLLLLL,LLLL
       807,2021/03/25 09:38:44,  0,+  39.0,+  43.4,+  37.2,+  38.5,+  41.1,+  88.2,+  15.6,+ 123.6,LLLLLLLLLL,LLLL
       808,2021/03/25 09:38:44,500,+  39.3,+  43.4,+  37.2,+  38.6,+  41.1,+  88.2,+  15.6,+ 123.8,LLLLLLLLLL,LLLL
       809,2021/03/25 09:38:45,  0,+  39.3,+  43.4,+  37.3,+  38.6,+  41.2,+  88.2,+  15.6,+ 123.8,LLLLLLLLLL,LLLL
       810,2021/03/25 09:38:45,500,+  39.3,+  43.5,+  37.3,+  38.5,+  41.2,+  88.3,+  15.6,+ 123.7,LLLLLLLLLL,LLLL
       811,2021/03/25 09:38:46,  0,+  39.3,+  43.7,+  37.4,+  38.6,+  41.3,+  88.3,+  15.6,+ 123.9,LLLLLLLLLL,LLLL
       812,2021/03/25 09:38:46,500,+  39.3,+  43.7,+  37.4,+  38.7,+  41.3,+  88.5,+  15.6,+ 124.1,LLLLLLLLLL,LLLL
       813,2021/03/25 09:38:47,  0,+  39.4,+  43.7,+  37.5,+  38.9,+  41.4,+  88.5,+  15.7,+ 124.1,LLLLLLLLLL,LLLL
       814,2021/03/25 09:38:47,500,+  39.5,+  43.7,+  37.5,+  39.0,+  41.4,+  88.6,+  15.6,+ 124.2,LLLLLLLLLL,LLLL
       815,2021/03/25 09:38:48,  0,+  39.4,+  43.8,+  37.5,+  39.0,+  41.5,+  88.6,+  15.7,+ 124.3,LLLLLLLLLL,LLLL
       816,2021/03/25 09:38:48,500,+  39.6,+  43.8,+  37.7,+  39.1,+  41.5,+  88.8,+  15.7,+ 124.4,LLLLLLLLLL,LLLL
       817,2021/03/25 09:38:49,  0,+  39.6,+  44.0,+  37.7,+  39.1,+  41.7,+  88.8,+  15.7,+ 124.4,LLLLLLLLLL,LLLL
       818,2021/03/25 09:38:49,500,+  39.7,+  44.0,+  37.8,+  39.3,+  41.7,+  89.0,+  15.6,+ 124.6,LLLLLLLLLL,LLLL
       819,2021/03/25 09:38:50,  0,+  39.9,+  44.1,+  37.8,+  39.1,+  41.8,+  89.1,+  15.8,+ 124.7,LLLLLLLLLL,LLLL
       820,2021/03/25 09:38:50,500,+  39.9,+  44.2,+  37.8,+  39.3,+  41.7,+  89.1,+  15.8,+ 124.7,LLLLLLLLLL,LLLL
       821,2021/03/25 09:38:51,  0,+  39.8,+  44.2,+  37.9,+  39.4,+  41.8,+  89.2,+  15.6,+ 124.6,LLLLLLLLLL,LLLL
       822,2021/03/25 09:38:51,500,+  39.8,+  44.3,+  38.0,+  39.3,+  41.9,+  89.3,+  15.7,+ 124.7,LLLLLLLLLL,LLLL
       823,2021/03/25 09:38:52,  0,+  39.8,+  44.3,+  38.0,+  39.4,+  41.9,+  89.3,+  15.7,+ 124.8,LLLLLLLLLL,LLLL
       824,2021/03/25 09:38:52,500,+  39.9,+  44.3,+  38.0,+  39.4,+  42.0,+  89.3,+  15.6,+ 124.8,LLLLLLLLLL,LLLL
       825,2021/03/25 09:38:53,  0,+  39.8,+  44.4,+  38.1,+  39.6,+  42.0,+  89.4,+  15.8,+ 124.9,LLLLLLLLLL,LLLL
       826,2021/03/25 09:38:53,500,+  40.1,+  44.4,+  38.1,+  39.6,+  42.1,+  89.5,+  15.7,+ 125.2,LLLLLLLLLL,LLLL
       827,2021/03/25 09:38:54,  0,+  40.1,+  44.5,+  38.2,+  39.6,+  42.1,+  89.6,+  15.4,+ 125.2,LLLLLLLLLL,LLLL
       828,2021/03/25 09:38:54,500,+  40.1,+  44.6,+  38.3,+  39.7,+  42.2,+  89.6,+  16.1,+ 125.3,LLLLLLLLLL,LLLL
       829,2021/03/25 09:38:55,  0,+  40.1,+  44.6,+  38.3,+  39.8,+  42.3,+  89.8,+  17.9,+ 125.2,LLLLLLLLLL,LLLL
       830,2021/03/25 09:38:55,500,+  40.3,+  44.7,+  38.3,+  39.6,+  42.3,+  89.9,+  20.2,+ 125.3,LLLLLLLLLL,LLLL
       831,2021/03/25 09:38:56,  0,+  40.3,+  44.7,+  38.4,+  39.9,+  42.3,+  89.9,+  24.0,+ 125.3,LLLLLLLLLL,LLLL
       832,2021/03/25 09:38:56,500,+  40.3,+  44.8,+  38.5,+  39.8,+  42.3,+  90.0,+  31.7,+ 125.3,LLLLLLLLLL,LLLL
       833,2021/03/25 09:38:57,  0,+  40.3,+  44.9,+  38.5,+  39.9,+  42.4,+  90.2,+  44.6,+ 125.5,LLLLLLLLLL,LLLL
       834,2021/03/25 09:38:57,500,+  40.3,+  44.9,+  38.6,+  40.0,+  42.4,+  90.2,+  51.7,+ 125.6,LLLLLLLLLL,LLLL
       835,2021/03/25 09:38:58,  0,+  40.3,+  44.9,+  38.6,+  39.9,+  42.4,+  90.1,+  54.4,+ 125.6,LLLLLLLLLL,LLLL
       836,2021/03/25 09:38:58,500,+  40.3,+  45.0,+  38.6,+  39.8,+  42.5,+  90.2,+  57.8,+ 125.8,LLLLLLLLLL,LLLL
       837,2021/03/25 09:38:59,  0,+  40.3,+  45.0,+  38.7,+  40.1,+  42.6,+  90.2,+  61.0,+ 125.8,LLLLLLLLLL,LLLL
       838,2021/03/25 09:38:59,500,+  40.4,+  45.1,+  38.7,+  40.1,+  42.6,+  90.2,+  63.3,+ 125.7,LLLLLLLLLL,LLLL
       839,2021/03/25 09:39:00,  0,+  40.5,+  45.2,+  38.8,+  40.1,+  42.7,+  90.4,+  65.3,+ 125.8,LLLLLLLLLL,LLLL
       840,2021/03/25 09:39:00,500,+  40.5,+  45.3,+  38.8,+  40.2,+  42.7,+  90.5,+  67.0,+ 125.8,LLLLLLLLLL,LLLL
       841,2021/03/25 09:39:01,  0,+  40.4,+  45.2,+  38.8,+  40.3,+  42.8,+  90.5,+  68.5,+ 125.8,LLLLLLLLLL,LLLL
       842,2021/03/25 09:39:01,500,+  40.5,+  45.3,+  38.9,+  40.3,+  42.8,+  90.5,+  70.6,+ 126.0,LLLLLLLLLL,LLLL
       843,2021/03/25 09:39:02,  0,+  40.6,+  45.3,+  39.0,+  40.2,+  42.9,+  90.6,+  72.0,+ 126.1,LLLLLLLLLL,LLLL
       844,2021/03/25 09:39:02,500,+  40.5,+  45.4,+  39.0,+  40.2,+  43.0,+  90.6,+  73.7,+ 126.2,LLLLLLLLLL,LLLL
       845,2021/03/25 09:39:03,  0,+  40.6,+  45.6,+  39.1,+  40.1,+  42.9,+  90.8,+  75.4,+ 126.1,LLLLLLLLLL,LLLL
       846,2021/03/25 09:39:03,500,+  40.7,+  45.6,+  39.1,+  40.3,+  43.1,+  90.8,+  76.8,+ 126.3,LLLLLLLLLL,LLLL
       847,2021/03/25 09:39:04,  0,+  40.7,+  45.7,+  39.2,+  40.4,+  43.1,+  90.9,+  78.4,+ 126.3,LLLLLLLLLL,LLLL
       848,2021/03/25 09:39:04,500,+  40.7,+  45.8,+  39.2,+  40.3,+  43.2,+  91.0,+  79.8,+ 126.5,LLLLLLLLLL,LLLL
       849,2021/03/25 09:39:05,  0,+  40.8,+  45.9,+  39.3,+  40.6,+  43.2,+  91.1,+  81.0,+ 126.5,LLLLLLLLLL,LLLL
       850,2021/03/25 09:39:05,500,+  40.8,+  46.0,+  39.4,+  40.5,+  43.4,+  91.1,+  82.2,+ 126.7,LLLLLLLLLL,LLLL
       851,2021/03/25 09:39:06,  0,+  40.9,+  46.1,+  39.5,+  40.6,+  43.4,+  91.2,+  83.3,+ 126.6,LLLLLLLLLL,LLLL
       852,2021/03/25 09:39:06,500,+  41.0,+  46.1,+  39.6,+  40.8,+  43.4,+  91.2,+  84.2,+ 126.8,LLLLLLLLLL,LLLL
       853,2021/03/25 09:39:07,  0,+  40.9,+  46.1,+  39.6,+  40.9,+  43.4,+  91.3,+  85.2,+ 126.9,LLLLLLLLLL,LLLL
       854,2021/03/25 09:39:07,500,+  41.1,+  46.2,+  39.7,+  40.9,+  43.5,+  91.4,+  86.1,+ 126.9,LLLLLLLLLL,LLLL
       855,2021/03/25 09:39:08,  0,+  40.8,+  46.2,+  39.7,+  41.1,+  43.5,+  91.5,+  87.0,+ 127.0,LLLLLLLLLL,LLLL
       856,2021/03/25 09:39:08,500,+  41.2,+  46.4,+  39.8,+  41.1,+  43.6,+  91.5,+  87.7,+ 127.1,LLLLLLLLLL,LLLL
       857,2021/03/25 09:39:09,  0,+  41.2,+  46.4,+  39.9,+  41.4,+  43.7,+  91.7,+  88.3,+ 127.1,LLLLLLLLLL,LLLL
       858,2021/03/25 09:39:09,500,+  41.3,+  46.4,+  39.9,+  41.1,+  43.8,+  91.7,+  88.9,+ 127.1,LLLLLLLLLL,LLLL
       859,2021/03/25 09:39:10,  0,+  41.1,+  46.5,+  39.9,+  41.3,+  43.8,+  91.7,+  89.2,+ 127.2,LLLLLLLLLL,LLLL
       860,2021/03/25 09:39:10,500,+  41.2,+  46.5,+  40.0,+  41.5,+  43.8,+  91.8,+  89.9,+ 127.4,LLLLLLLLLL,LLLL
       861,2021/03/25 09:39:11,  0,+  41.2,+  46.6,+  39.9,+  41.4,+  44.0,+  92.1,+  90.3,+ 127.3,LLLLLLLLLL,LLLL
       862,2021/03/25 09:39:11,500,+  41.2,+  46.6,+  40.1,+  41.5,+  44.0,+  92.1,+  90.9,+ 127.5,LLLLLLLLLL,LLLL
       863,2021/03/25 09:39:12,  0,+  41.3,+  46.7,+  40.1,+  41.4,+  43.9,+  92.1,+  91.3,+ 127.5,LLLLLLLLLL,LLLL
       864,2021/03/25 09:39:12,500,+  41.4,+  46.7,+  40.2,+  41.2,+  44.0,+  92.1,+  92.0,+ 127.5,LLLLLLLLLL,LLLL
       865,2021/03/25 09:39:13,  0,+  41.2,+  46.9,+  40.3,+  41.1,+  44.1,+  92.2,+  92.4,+ 127.5,LLLLLLLLLL,LLLL
       866,2021/03/25 09:39:13,500,+  41.4,+  47.0,+  40.5,+  40.9,+  44.1,+  92.3,+  92.8,+ 127.7,LLLLLLLLLL,LLLL
       867,2021/03/25 09:39:14,  0,+  41.5,+  47.0,+  40.5,+  41.0,+  44.2,+  92.4,+  93.2,+ 127.8,LLLLLLLLLL,LLLL
       868,2021/03/25 09:39:14,500,+  41.4,+  47.1,+  40.6,+  41.2,+  44.4,+  92.5,+  93.5,+ 127.9,LLLLLLLLLL,LLLL
       869,2021/03/25 09:39:15,  0,+  41.6,+  47.2,+  40.7,+  41.2,+  44.3,+  92.5,+  93.8,+ 127.8,LLLLLLLLLL,LLLL
       870,2021/03/25 09:39:15,500,+  41.4,+  47.2,+  40.7,+  41.4,+  44.4,+  92.6,+  94.2,+ 127.9,LLLLLLLLLL,LLLL
       871,2021/03/25 09:39:16,  0,+  41.5,+  47.2,+  40.8,+  41.2,+  44.4,+  92.7,+  94.4,+ 128.0,LLLLLLLLLL,LLLL
       872,2021/03/25 09:39:16,500,+  41.8,+  47.3,+  40.8,+  41.4,+  44.5,+  92.8,+  94.7,+ 128.2,LLLLLLLLLL,LLLL
       873,2021/03/25 09:39:17,  0,+  41.5,+  47.5,+  40.8,+  41.5,+  44.5,+  92.8,+  94.7,+ 128.3,LLLLLLLLLL,LLLL
       874,2021/03/25 09:39:17,500,+  41.7,+  47.5,+  41.0,+  41.5,+  44.6,+  92.8,+  94.9,+ 128.2,LLLLLLLLLL,LLLL
       875,2021/03/25 09:39:18,  0,+  41.6,+  47.6,+  40.9,+  41.7,+  44.6,+  93.0,+  95.3,+ 128.4,LLLLLLLLLL,LLLL
       876,2021/03/25 09:39:18,500,+  41.7,+  47.6,+  41.0,+  41.7,+  44.6,+  93.1,+  95.5,+ 128.4,LLLLLLLLLL,LLLL
       877,2021/03/25 09:39:19,  0,+  41.7,+  47.6,+  41.1,+  41.7,+  44.8,+  93.1,+  95.8,+ 128.5,LLLLLLLLLL,LLLL
       878,2021/03/25 09:39:19,500,+  41.8,+  47.7,+  41.1,+  41.8,+  44.8,+  93.2,+  96.1,+ 128.5,LLLLLLLLLL,LLLL
       879,2021/03/25 09:39:20,  0,+  41.8,+  47.7,+  41.2,+  42.0,+  44.8,+  93.3,+  96.4,+ 128.5,LLLLLLLLLL,LLLL
       880,2021/03/25 09:39:20,500,+  41.9,+  47.9,+  41.4,+  42.1,+  44.9,+  93.4,+  96.6,+ 128.8,LLLLLLLLLL,LLLL
       881,2021/03/25 09:39:21,  0,+  42.0,+  47.9,+  41.4,+  42.1,+  44.9,+  93.4,+  96.8,+ 128.6,LLLLLLLLLL,LLLL
       882,2021/03/25 09:39:21,500,+  42.0,+  47.9,+  41.4,+  42.3,+  45.0,+  93.5,+  96.9,+ 128.8,LLLLLLLLLL,LLLL
       883,2021/03/25 09:39:22,  0,+  42.1,+  48.0,+  41.4,+  42.3,+  45.0,+  93.6,+  96.9,+ 128.8,LLLLLLLLLL,LLLL
       884,2021/03/25 09:39:22,500,+  42.1,+  48.1,+  41.4,+  42.3,+  45.2,+  93.7,+  97.0,+ 128.9,LLLLLLLLLL,LLLL
       885,2021/03/25 09:39:23,  0,+  42.3,+  48.1,+  41.4,+  42.3,+  45.2,+  93.8,+  97.2,+ 128.9,LLLLLLLLLL,LLLL
       886,2021/03/25 09:39:23,500,+  42.2,+  48.2,+  41.5,+  42.3,+  45.2,+  93.8,+  97.3,+ 129.1,LLLLLLLLLL,LLLL
       887,2021/03/25 09:39:24,  0,+  42.3,+  48.3,+  41.6,+  42.2,+  45.2,+  93.8,+  97.6,+ 129.1,LLLLLLLLLL,LLLL
       888,2021/03/25 09:39:24,500,+  42.3,+  48.4,+  41.6,+  42.4,+  45.3,+  94.0,+  97.8,+ 129.2,LLLLLLLLLL,LLLL
       889,2021/03/25 09:39:25,  0,+  42.3,+  48.4,+  41.7,+  42.6,+  45.4,+  94.0,+  97.9,+ 129.2,LLLLLLLLLL,LLLL
       890,2021/03/25 09:39:25,500,+  42.3,+  48.5,+  41.7,+  42.4,+  45.3,+  94.1,+  98.1,+ 129.2,LLLLLLLLLL,LLLL
       891,2021/03/25 09:39:26,  0,+  42.4,+  48.5,+  41.8,+  42.6,+  45.5,+  94.1,+  98.2,+ 129.5,LLLLLLLLLL,LLLL
       892,2021/03/25 09:39:26,500,+  42.4,+  48.6,+  41.8,+  42.8,+  45.5,+  94.2,+  98.5,+ 129.4,LLLLLLLLLL,LLLL
       893,2021/03/25 09:39:27,  0,+  42.5,+  48.5,+  41.9,+  42.9,+  45.6,+  94.3,+  98.6,+ 129.5,LLLLLLLLLL,LLLL
       894,2021/03/25 09:39:27,500,+  42.3,+  48.6,+  42.0,+  42.9,+  45.6,+  94.4,+  98.8,+ 129.6,LLLLLLLLLL,LLLL
       895,2021/03/25 09:39:28,  0,+  42.6,+  48.7,+  42.0,+  43.0,+  45.6,+  94.4,+  99.0,+ 129.7,LLLLLLLLLL,LLLL
       896,2021/03/25 09:39:28,500,+  42.6,+  48.8,+  42.1,+  43.2,+  45.8,+  94.6,+  99.2,+ 129.9,LLLLLLLLLL,LLLL
       897,2021/03/25 09:39:29,  0,+  42.8,+  48.8,+  42.1,+  43.2,+  45.8,+  94.6,+  99.3,+ 129.9,LLLLLLLLLL,LLLL
       898,2021/03/25 09:39:29,500,+  42.6,+  49.0,+  42.1,+  43.3,+  45.9,+  94.6,+  99.4,+ 130.0,LLLLLLLLLL,LLLL
       899,2021/03/25 09:39:30,  0,+  42.8,+  49.1,+  42.3,+  43.4,+  45.9,+  94.7,+  99.4,+ 129.9,LLLLLLLLLL,LLLL
       900,2021/03/25 09:39:30,500,+  42.9,+  49.2,+  42.3,+  43.4,+  46.0,+  94.7,+  99.6,+ 130.0,LLLLLLLLLL,LLLL
       901,2021/03/25 09:39:31,  0,+  42.6,+  49.2,+  42.4,+  43.4,+  46.0,+  94.9,+  99.7,+ 130.0,LLLLLLLLLL,LLLL
       902,2021/03/25 09:39:31,500,+  42.9,+  49.2,+  42.4,+  43.5,+  46.1,+  94.9,+  99.8,+ 130.2,LLLLLLLLLL,LLLL
       903,2021/03/25 09:39:32,  0,+  42.9,+  49.3,+  42.4,+  43.5,+  46.0,+  94.9,+  99.9,+ 130.2,LLLLLLLLLL,LLLL
       904,2021/03/25 09:39:32,500,+  42.9,+  49.3,+  42.4,+  43.7,+  46.1,+  95.0,+ 100.1,+ 130.2,LLLLLLLLLL,LLLL
       905,2021/03/25 09:39:33,  0,+  42.9,+  49.3,+  42.5,+  43.7,+  46.1,+  95.0,+ 100.1,+ 130.4,LLLLLLLLLL,LLLL
       906,2021/03/25 09:39:33,500,+  43.1,+  49.4,+  42.6,+  43.7,+  46.2,+  95.2,+ 100.1,+ 130.4,LLLLLLLLLL,LLLL
       907,2021/03/25 09:39:34,  0,+  42.9,+  49.5,+  42.6,+  43.7,+  46.2,+  95.2,+ 100.1,+ 130.5,LLLLLLLLLL,LLLL
       908,2021/03/25 09:39:34,500,+  43.1,+  49.6,+  42.6,+  43.9,+  46.3,+  95.3,+ 100.2,+ 130.6,LLLLLLLLLL,LLLL
       909,2021/03/25 09:39:35,  0,+  43.1,+  49.6,+  42.8,+  43.8,+  46.4,+  95.4,+ 100.4,+ 130.6,LLLLLLLLLL,LLLL
       910,2021/03/25 09:39:35,500,+  43.2,+  49.7,+  42.8,+  44.3,+  46.5,+  95.4,+ 100.5,+ 130.8,LLLLLLLLLL,LLLL
       911,2021/03/25 09:39:36,  0,+  43.3,+  49.8,+  42.9,+  44.2,+  46.5,+  95.5,+ 100.6,+ 130.8,LLLLLLLLLL,LLLL
       912,2021/03/25 09:39:36,500,+  43.2,+  49.8,+  43.0,+  44.2,+  46.5,+  95.6,+ 100.7,+ 130.8,LLLLLLLLLL,LLLL
       913,2021/03/25 09:39:37,  0,+  43.3,+  49.9,+  43.0,+  44.3,+  46.6,+  95.7,+ 100.9,+ 130.8,LLLLLLLLLL,LLLL
       914,2021/03/25 09:39:37,500,+  43.3,+  50.1,+  43.1,+  44.3,+  46.6,+  95.8,+ 101.0,+ 130.9,LLLLLLLLLL,LLLL
       915,2021/03/25 09:39:38,  0,+  43.3,+  50.1,+  43.2,+  44.3,+  46.7,+  95.8,+ 101.0,+ 131.0,LLLLLLLLLL,LLLL
       916,2021/03/25 09:39:38,500,+  43.3,+  50.1,+  43.2,+  44.3,+  46.7,+  96.0,+ 101.1,+ 131.0,LLLLLLLLLL,LLLL
       917,2021/03/25 09:39:39,  0,+  43.5,+  50.1,+  43.3,+  44.3,+  46.7,+  96.0,+ 101.0,+ 131.3,LLLLLLLLLL,LLLL
       918,2021/03/25 09:39:39,500,+  43.4,+  50.2,+  43.2,+  44.6,+  46.7,+  96.1,+ 101.0,+ 131.3,LLLLLLLLLL,LLLL
       919,2021/03/25 09:39:40,  0,+  43.6,+  50.2,+  43.4,+  44.7,+  46.9,+  96.0,+ 100.9,+ 131.3,LLLLLLLLLL,LLLL
       920,2021/03/25 09:39:40,500,+  43.5,+  50.3,+  43.5,+  44.8,+  47.0,+  96.1,+ 101.0,+ 131.2,LLLLLLLLLL,LLLL
       921,2021/03/25 09:39:41,  0,+  43.5,+  50.4,+  43.4,+  44.8,+  47.0,+  96.3,+ 101.0,+ 131.4,LLLLLLLLLL,LLLL
       922,2021/03/25 09:39:41,500,+  43.6,+  50.4,+  43.5,+  44.9,+  47.0,+  96.3,+ 101.1,+ 131.4,LLLLLLLLLL,LLLL
       923,2021/03/25 09:39:42,  0,+  44.0,+  50.4,+  43.5,+  44.7,+  47.0,+  96.4,+ 101.2,+ 131.6,LLLLLLLLLL,LLLL
       924,2021/03/25 09:39:42,500,+  43.7,+  50.4,+  43.5,+  44.7,+  47.1,+  96.4,+ 101.4,+ 131.6,LLLLLLLLLL,LLLL
       925,2021/03/25 09:39:43,  0,+  43.9,+  50.6,+  43.5,+  44.7,+  47.2,+  96.6,+ 101.5,+ 131.7,LLLLLLLLLL,LLLL
       926,2021/03/25 09:39:43,500,+  43.6,+  50.6,+  43.5,+  44.6,+  47.1,+  96.5,+ 101.5,+ 131.6,LLLLLLLLLL,LLLL
       927,2021/03/25 09:39:44,  0,+  43.8,+  50.5,+  43.6,+  44.8,+  47.2,+  96.6,+ 101.5,+ 131.7,LLLLLLLLLL,LLLL
       928,2021/03/25 09:39:44,500,+  43.8,+  50.5,+  43.7,+  44.9,+  47.3,+  96.7,+ 101.6,+ 131.6,LLLLLLLLLL,LLLL
       929,2021/03/25 09:39:45,  0,+  44.0,+  50.7,+  43.6,+  44.9,+  47.3,+  96.7,+ 101.7,+ 131.9,LLLLLLLLLL,LLLL
       930,2021/03/25 09:39:45,500,+  43.9,+  50.8,+  43.7,+  44.9,+  47.3,+  96.6,+ 101.8,+ 132.0,LLLLLLLLLL,LLLL
       931,2021/03/25 09:39:46,  0,+  43.8,+  50.8,+  43.8,+  44.9,+  47.3,+  96.8,+ 101.7,+ 131.9,LLLLLLLLLL,LLLL
       932,2021/03/25 09:39:46,500,+  43.9,+  50.9,+  43.8,+  44.9,+  47.3,+  96.9,+ 101.6,+ 132.0,LLLLLLLLLL,LLLL
       933,2021/03/25 09:39:47,  0,+  43.8,+  51.0,+  43.8,+  45.0,+  47.3,+  96.9,+ 101.8,+ 132.1,LLLLLLLLLL,LLLL
       934,2021/03/25 09:39:47,500,+  43.8,+  51.0,+  43.8,+  45.0,+  47.5,+  97.0,+ 101.8,+ 132.1,LLLLLLLLLL,LLLL
       935,2021/03/25 09:39:48,  0,+  44.0,+  51.1,+  43.8,+  45.2,+  47.5,+  97.1,+ 101.8,+ 132.2,LLLLLLLLLL,LLLL
       936,2021/03/25 09:39:48,500,+  44.0,+  51.1,+  44.0,+  45.2,+  47.6,+  97.3,+ 101.9,+ 132.3,LLLLLLLLLL,LLLL
       937,2021/03/25 09:39:49,  0,+  44.0,+  51.1,+  44.1,+  45.2,+  47.7,+  97.3,+ 101.9,+ 132.5,LLLLLLLLLL,LLLL
       938,2021/03/25 09:39:49,500,+  44.1,+  51.3,+  44.1,+  45.3,+  47.8,+  97.4,+ 101.9,+ 132.6,LLLLLLLLLL,LLLL
       939,2021/03/25 09:39:50,  0,+  44.4,+  51.4,+  44.3,+  45.5,+  47.8,+  97.6,+ 102.1,+ 132.7,LLLLLLLLLL,LLLL
       940,2021/03/25 09:39:50,500,+  44.3,+  51.4,+  44.3,+  45.5,+  47.9,+  97.6,+ 102.0,+ 132.7,LLLLLLLLLL,LLLL
       941,2021/03/25 09:39:51,  0,+  44.1,+  51.5,+  44.3,+  45.6,+  48.0,+  97.7,+ 102.2,+ 132.9,LLLLLLLLLL,LLLL
       942,2021/03/25 09:39:51,500,+  44.6,+  51.6,+  44.4,+  45.7,+  48.0,+  97.8,+ 102.3,+ 132.8,LLLLLLLLLL,LLLL
       943,2021/03/25 09:39:52,  0,+  44.4,+  51.7,+  44.4,+  45.9,+  48.1,+  97.8,+ 102.3,+ 132.8,LLLLLLLLLL,LLLL
       944,2021/03/25 09:39:52,500,+  44.5,+  51.8,+  44.6,+  45.8,+  48.1,+  97.9,+ 102.4,+ 132.8,LLLLLLLLLL,LLLL
       945,2021/03/25 09:39:53,  0,+  44.5,+  51.9,+  44.6,+  45.8,+  48.1,+  97.9,+ 102.5,+ 132.8,LLLLLLLLLL,LLLL
       946,2021/03/25 09:39:53,500,+  44.6,+  51.8,+  44.6,+  46.0,+  48.2,+  97.9,+ 102.7,+ 133.1,LLLLLLLLLL,LLLL
       947,2021/03/25 09:39:54,  0,+  44.3,+  51.9,+  44.6,+  46.0,+  48.2,+  98.1,+ 102.7,+ 133.2,LLLLLLLLLL,LLLL
       948,2021/03/25 09:39:54,500,+  44.4,+  51.9,+  44.7,+  46.1,+  48.3,+  98.1,+ 102.7,+ 133.1,LLLLLLLLLL,LLLL
       949,2021/03/25 09:39:55,  0,+  44.6,+  51.9,+  44.8,+  46.2,+  48.4,+  98.2,+ 102.7,+ 133.2,LLLLLLLLLL,LLLL
       950,2021/03/25 09:39:55,500,+  44.4,+  52.0,+  44.8,+  46.1,+  48.3,+  98.2,+ 102.7,+ 133.1,LLLLLLLLLL,LLLL
       951,2021/03/25 09:39:56,  0,+  44.7,+  52.1,+  44.9,+  46.1,+  48.4,+  98.4,+ 102.7,+ 133.1,LLLLLLLLLL,LLLL
       952,2021/03/25 09:39:56,500,+  44.6,+  52.2,+  44.9,+  46.3,+  48.4,+  98.5,+ 102.8,+ 133.3,LLLLLLLLLL,LLLL
       953,2021/03/25 09:39:57,  0,+  44.7,+  52.2,+  44.9,+  46.2,+  48.4,+  98.3,+ 102.7,+ 133.3,LLLLLLLLLL,LLLL
       954,2021/03/25 09:39:57,500,+  44.7,+  52.2,+  44.9,+  46.4,+  48.4,+  98.4,+ 102.8,+ 133.5,LLLLLLLLLL,LLLL
       955,2021/03/25 09:39:58,  0,+  44.8,+  52.2,+  44.9,+  46.5,+  48.5,+  98.4,+ 102.9,+ 133.6,LLLLLLLLLL,LLLL
       956,2021/03/25 09:39:58,500,+  44.7,+  52.2,+  45.0,+  46.6,+  48.6,+  98.5,+ 103.0,+ 133.5,LLLLLLLLLL,LLLL
       957,2021/03/25 09:39:59,  0,+  44.8,+  52.4,+  45.1,+  46.6,+  48.7,+  98.5,+ 103.2,+ 133.5,LLLLLLLLLL,LLLL
       958,2021/03/25 09:39:59,500,+  44.7,+  52.5,+  45.2,+  46.6,+  48.7,+  98.7,+ 103.4,+ 133.8,LLLLLLLLLL,LLLL
       959,2021/03/25 09:40:00,  0,+  45.0,+  52.5,+  45.3,+  46.7,+  48.7,+  98.8,+ 103.5,+ 133.7,LLLLLLLLLL,LLLL
       960,2021/03/25 09:40:00,500,+  45.0,+  52.6,+  45.3,+  46.7,+  48.8,+  98.8,+ 103.6,+ 133.8,LLLLLLLLLL,LLLL
       961,2021/03/25 09:40:01,  0,+  44.9,+  52.8,+  45.3,+  46.7,+  48.8,+  98.9,+ 103.7,+ 133.9,LLLLLLLLLL,LLLL
       962,2021/03/25 09:40:01,500,+  45.0,+  52.8,+  45.3,+  47.0,+  48.9,+  99.0,+ 103.7,+ 133.9,LLLLLLLLLL,LLLL
       963,2021/03/25 09:40:02,  0,+  45.0,+  52.8,+  45.5,+  46.9,+  49.0,+  99.0,+ 103.8,+ 133.9,LLLLLLLLLL,LLLL
