Vendor,GRAPHTEC Corporation
Model,"GL240"
Version,"Ver1.51"
MaxChannel,10
GSStartCH,10
WLStartCH,0
MaxLogicChannel,0
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,100ms
Total Data Points,18274     
Trigger,0         
Start time,2021-03-22,13:45:32
End time,2021-03-22,14:16:00
Trigger time,2021-03-22,13:45:32
AMP settings
CH,SignalName,Amp,Input,Range,Temperature Range,Filter,SpanUpper,SpanLower,Unit,Color,,,Line,Scaling settings,Input Upper,Input Lower,Output Upper,Output Lower,Unit
CH1," CH 1",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,28,5,6,0
CH2," CH 2",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,0,13,23,0
CH3," CH 3",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,9,22,8,0
CH4," CH 4",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,21,0,21,0
CH5," CH 5",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,28,16,2,0
CH6," CH 6",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,5,23,30,0
CH7," CH 7",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,30,23,1,0
CH8," CH 8",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,28,0,17,0
CH9," CH 9",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,17,11,7,0
CH10," CH10",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,19,27,0,0
CH,Input,Slope,Filter,Span,,Unit,Color,,,Line
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1-10,AlarmOut
980,2021-03-22 13:47:09,900,+13.6,+22.7,+12.7,+14.0,+22.3,+79.0,+25.2,+37.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
981,2021-03-22 13:47:10,0,+13.7,+23.0,+12.8,+14.0,+22.4,+78.6,+25.2,+36.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
982,2021-03-22 13:47:10,100,+13.1,+22.7,+13.0,+14.0,+22.4,+78.7,+25.3,+36.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
983,2021-03-22 13:47:10,200,+13.7,+23.0,+12.8,+14.0,+22.3,+78.5,+25.4,+37.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
984,2021-03-22 13:47:10,300,+14.0,+23.1,+12.9,+14.0,+22.3,+78.1,+25.4,+37.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
985,2021-03-22 13:47:10,400,+13.2,+23.0,+13.1,+13.8,+22.5,+78.9,+25.5,+37.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
986,2021-03-22 13:47:10,500,+13.8,+23.0,+13.2,+14.0,+22.1,+79.0,+25.3,+38.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
987,2021-03-22 13:47:10,600,+13.8,+22.9,+13.1,+14.0,+22.3,+79.2,+25.5,+38.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
988,2021-03-22 13:47:10,700,+14.0,+23.2,+12.9,+14.0,+22.5,+79.0,+25.5,+38.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
989,2021-03-22 13:47:10,800,+14.1,+22.7,+13.0,+14.0,+22.3,+78.2,+25.6,+38.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
990,2021-03-22 13:47:10,900,+14.0,+22.6,+13.1,+13.9,+22.6,+78.6,+25.6,+38.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
991,2021-03-22 13:47:11,0,+13.6,+22.5,+13.0,+13.8,+22.5,+78.3,+25.6,+38.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
992,2021-03-22 13:47:11,100,+13.8,+23.3,+13.1,+13.9,+22.5,+78.1,+25.7,+39.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
993,2021-03-22 13:47:11,200,+13.7,+22.6,+13.2,+14.0,+22.5,+78.1,+25.9,+39.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
994,2021-03-22 13:47:11,300,+14.0,+22.6,+13.2,+14.1,+22.7,+78.9,+25.7,+39.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
995,2021-03-22 13:47:11,400,+13.6,+22.6,+13.3,+14.1,+22.3,+78.9,+25.9,+40.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
996,2021-03-22 13:47:11,500,+13.8,+22.5,+13.1,+14.1,+23.0,+77.4,+25.8,+40.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
997,2021-03-22 13:47:11,600,+13.8,+22.6,+13.0,+14.3,+22.6,+77.5,+26.0,+40.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
998,2021-03-22 13:47:11,700,+14.1,+22.6,+13.1,+14.3,+22.7,+78.7,+25.9,+40.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
999,2021-03-22 13:47:11,800,+14.0,+22.4,+12.9,+14.4,+22.8,+77.9,+26.0,+40.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1000,2021-03-22 13:47:11,900,+13.8,+22.5,+13.0,+14.6,+22.8,+78.2,+25.9,+40.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1001,2021-03-22 13:47:12,0,+13.7,+22.5,+13.0,+14.4,+22.8,+78.2,+25.9,+41.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1002,2021-03-22 13:47:12,100,+13.8,+22.5,+13.1,+14.1,+22.9,+77.9,+26.1,+41.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1003,2021-03-22 13:47:12,200,+13.8,+22.5,+13.3,+14.3,+22.7,+77.8,+25.7,+41.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1004,2021-03-22 13:47:12,300,+13.9,+22.6,+13.0,+14.4,+23.1,+77.2,+25.9,+41.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1005,2021-03-22 13:47:12,400,+13.9,+22.5,+13.1,+14.3,+23.0,+78.2,+26.0,+41.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1006,2021-03-22 13:47:12,500,+13.8,+22.3,+12.9,+14.3,+23.0,+78.4,+25.9,+41.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1007,2021-03-22 13:47:12,600,+13.6,+22.3,+12.9,+14.3,+22.8,+78.0,+25.9,+41.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1008,2021-03-22 13:47:12,700,+13.7,+22.1,+12.9,+14.4,+22.8,+77.1,+25.9,+41.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1009,2021-03-22 13:47:12,800,+13.5,+22.6,+12.9,+14.2,+22.9,+78.0,+26.0,+41.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1010,2021-03-22 13:47:12,900,+13.6,+22.6,+12.8,+14.3,+23.0,+77.5,+26.0,+41.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1011,2021-03-22 13:47:13,0,+13.5,+22.6,+13.1,+14.0,+23.5,+78.6,+26.1,+41.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1012,2021-03-22 13:47:13,100,+13.1,+22.5,+13.3,+14.3,+23.1,+78.5,+26.3,+42.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1013,2021-03-22 13:47:13,200,+13.6,+22.8,+13.0,+14.0,+23.3,+78.2,+26.3,+41.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1014,2021-03-22 13:47:13,300,+13.5,+22.8,+12.8,+14.5,+23.3,+77.5,+26.2,+41.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1015,2021-03-22 13:47:13,400,+13.5,+22.6,+13.1,+14.3,+23.1,+78.5,+26.3,+40.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1016,2021-03-22 13:47:13,500,+13.5,+23.0,+13.0,+14.3,+23.1,+77.6,+26.4,+41.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1017,2021-03-22 13:47:13,600,+13.2,+22.8,+12.8,+14.6,+23.5,+78.3,+26.5,+41.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1018,2021-03-22 13:47:13,700,+13.3,+23.1,+12.5,+14.6,+23.1,+77.9,+26.4,+41.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1019,2021-03-22 13:47:13,800,+13.2,+23.0,+12.7,+14.1,+23.3,+77.5,+26.5,+41.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1020,2021-03-22 13:47:13,900,+13.3,+23.4,+12.5,+14.5,+23.3,+77.7,+26.5,+41.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1021,2021-03-22 13:47:14,0,+13.2,+23.1,+12.6,+14.6,+23.7,+77.8,+26.5,+41.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1022,2021-03-22 13:47:14,100,+13.1,+23.2,+12.7,+14.5,+23.3,+78.9,+26.7,+42.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1023,2021-03-22 13:47:14,200,+12.9,+22.8,+12.3,+14.5,+23.2,+78.9,+26.7,+42.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1024,2021-03-22 13:47:14,300,+13.0,+23.3,+12.5,+14.4,+23.9,+78.0,+26.7,+42.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1025,2021-03-22 13:47:14,400,+12.7,+23.2,+12.4,+14.5,+23.4,+77.6,+26.8,+42.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1026,2021-03-22 13:47:14,500,+12.9,+23.4,+12.2,+14.5,+23.6,+78.4,+27.1,+42.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1027,2021-03-22 13:47:14,600,+12.9,+23.7,+12.5,+14.5,+23.6,+78.3,+27.0,+42.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1028,2021-03-22 13:47:14,700,+12.8,+23.3,+12.3,+14.5,+23.6,+77.5,+26.9,+42.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1029,2021-03-22 13:47:14,800,+12.7,+23.4,+12.3,+14.5,+23.8,+79.0,+27.2,+43.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1030,2021-03-22 13:47:14,900,+12.7,+23.4,+12.7,+14.6,+23.6,+78.7,+27.1,+43.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1031,2021-03-22 13:47:15,0,+12.4,+23.3,+12.7,+14.5,+24.1,+77.4,+27.3,+43.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1032,2021-03-22 13:47:15,100,+12.3,+23.4,+12.6,+14.8,+23.8,+77.5,+27.4,+43.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1033,2021-03-22 13:47:15,200,+12.5,+23.4,+12.3,+14.8,+23.9,+78.1,+27.4,+43.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1034,2021-03-22 13:47:15,300,+12.2,+23.5,+12.3,+14.7,+24.0,+77.8,+27.4,+43.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1035,2021-03-22 13:47:15,400,+12.4,+23.3,+12.5,+14.5,+24.1,+78.7,+27.3,+43.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1036,2021-03-22 13:47:15,500,+12.3,+23.4,+12.3,+14.8,+23.9,+78.6,+27.5,+44.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1037,2021-03-22 13:47:15,600,+12.0,+23.5,+12.6,+14.6,+23.9,+78.6,+27.7,+43.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1038,2021-03-22 13:47:15,700,+12.0,+23.5,+12.5,+14.8,+23.9,+78.6,+27.7,+43.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1039,2021-03-22 13:47:15,800,+12.0,+23.3,+12.4,+14.6,+24.3,+77.0,+27.5,+44.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1040,2021-03-22 13:47:15,900,+12.5,+23.5,+12.3,+14.5,+24.0,+78.1,+27.7,+43.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1041,2021-03-22 13:47:16,0,+12.4,+23.1,+12.6,+14.5,+24.3,+78.6,+27.8,+43.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1042,2021-03-22 13:47:16,100,+12.1,+23.3,+12.8,+14.5,+24.1,+77.8,+27.9,+43.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1043,2021-03-22 13:47:16,200,+12.2,+23.4,+12.3,+14.3,+24.3,+78.1,+28.0,+44.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1044,2021-03-22 13:47:16,300,+12.1,+23.1,+12.3,+14.4,+24.4,+78.4,+27.9,+43.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1045,2021-03-22 13:47:16,400,+12.3,+23.4,+12.4,+14.5,+23.9,+78.9,+28.0,+43.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1046,2021-03-22 13:47:16,500,+12.3,+23.1,+12.3,+14.2,+24.7,+79.3,+28.0,+43.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1047,2021-03-22 13:47:16,600,+12.1,+23.4,+12.5,+14.1,+24.4,+77.4,+28.2,+43.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1048,2021-03-22 13:47:16,700,+12.1,+23.2,+12.5,+14.0,+24.4,+78.7,+28.2,+44.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1049,2021-03-22 13:47:16,800,+12.3,+23.4,+12.3,+14.2,+24.3,+78.6,+28.2,+44.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1050,2021-03-22 13:47:16,900,+12.3,+23.5,+12.5,+14.3,+24.6,+78.8,+28.2,+44.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1051,2021-03-22 13:47:17,0,+12.4,+23.3,+12.3,+14.1,+24.9,+79.4,+28.2,+44.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1052,2021-03-22 13:47:17,100,+12.4,+23.4,+12.5,+14.0,+24.6,+79.6,+28.2,+44.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1053,2021-03-22 13:47:17,200,+12.8,+23.3,+12.4,+14.0,+24.3,+79.2,+28.2,+44.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1054,2021-03-22 13:47:17,300,+12.5,+23.3,+12.5,+13.8,+25.0,+79.0,+28.5,+43.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1055,2021-03-22 13:47:17,400,+12.8,+23.6,+12.5,+14.0,+24.7,+79.9,+28.3,+44.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1056,2021-03-22 13:47:17,500,+12.7,+23.1,+12.3,+14.0,+24.7,+79.4,+28.3,+43.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1057,2021-03-22 13:47:17,600,+12.8,+23.4,+12.6,+14.1,+25.1,+79.8,+28.7,+44.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1058,2021-03-22 13:47:17,700,+12.7,+23.4,+12.6,+13.9,+24.9,+79.6,+28.6,+45.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1059,2021-03-22 13:47:17,800,+12.8,+23.3,+12.6,+13.8,+24.7,+80.1,+28.6,+44.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1060,2021-03-22 13:47:17,900,+13.0,+23.8,+12.7,+14.0,+24.9,+79.6,+28.6,+44.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1061,2021-03-22 13:47:18,0,+13.0,+23.4,+12.7,+13.8,+24.9,+79.3,+28.6,+44.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1062,2021-03-22 13:47:18,100,+13.0,+23.5,+12.7,+13.9,+24.9,+80.1,+28.5,+44.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1063,2021-03-22 13:47:18,200,+13.1,+23.1,+12.7,+13.9,+25.1,+80.3,+28.7,+45.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1064,2021-03-22 13:47:18,300,+12.8,+23.0,+12.7,+13.9,+25.2,+80.1,+28.6,+46.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1065,2021-03-22 13:47:18,400,+13.0,+23.4,+12.7,+14.2,+25.1,+79.5,+28.6,+45.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1066,2021-03-22 13:47:18,500,+13.2,+23.3,+12.5,+13.9,+25.1,+80.6,+28.6,+45.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1067,2021-03-22 13:47:18,600,+13.3,+23.3,+12.7,+14.2,+25.0,+79.2,+28.7,+45.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1068,2021-03-22 13:47:18,700,+13.5,+23.1,+12.8,+14.1,+25.2,+79.2,+28.7,+45.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1069,2021-03-22 13:47:18,800,+13.5,+22.7,+12.8,+14.0,+25.2,+80.6,+29.0,+45.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1070,2021-03-22 13:47:18,900,+13.5,+23.5,+12.8,+14.0,+25.2,+79.1,+28.7,+46.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1071,2021-03-22 13:47:19,0,+13.5,+22.8,+12.8,+14.2,+25.2,+79.8,+28.8,+45.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1072,2021-03-22 13:47:19,100,+13.3,+22.9,+12.7,+14.2,+25.2,+78.7,+28.9,+46.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1073,2021-03-22 13:47:19,200,+13.8,+22.6,+12.5,+14.1,+25.2,+77.3,+28.8,+46.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1074,2021-03-22 13:47:19,300,+13.6,+22.8,+12.7,+13.9,+25.4,+78.4,+29.0,+45.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1075,2021-03-22 13:47:19,400,+13.8,+23.3,+12.7,+14.1,+25.3,+80.0,+29.0,+46.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1076,2021-03-22 13:47:19,500,+14.0,+22.9,+12.9,+14.1,+25.2,+79.6,+29.0,+46.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1077,2021-03-22 13:47:19,600,+13.6,+22.5,+12.9,+14.2,+25.3,+79.6,+29.1,+46.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1078,2021-03-22 13:47:19,700,+13.6,+22.7,+12.8,+14.3,+25.5,+79.8,+29.2,+46.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1079,2021-03-22 13:47:19,800,+13.7,+22.5,+12.7,+14.3,+25.4,+79.9,+29.0,+46.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1080,2021-03-22 13:47:19,900,+13.9,+22.7,+12.8,+14.3,+25.3,+79.8,+29.1,+47.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1081,2021-03-22 13:47:20,0,+13.9,+23.0,+12.7,+14.1,+25.7,+81.0,+29.0,+46.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1082,2021-03-22 13:47:20,100,+14.0,+23.4,+13.0,+14.3,+25.4,+79.7,+29.0,+45.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1083,2021-03-22 13:47:20,200,+13.6,+22.9,+12.8,+14.1,+25.6,+81.1,+29.1,+47.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1084,2021-03-22 13:47:20,300,+13.5,+22.8,+12.5,+14.1,+25.9,+80.3,+29.1,+45.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1085,2021-03-22 13:47:20,400,+13.5,+22.8,+12.7,+14.5,+25.6,+80.4,+29.1,+46.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1086,2021-03-22 13:47:20,500,+13.9,+22.6,+12.7,+14.1,+25.4,+79.8,+29.2,+46.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1087,2021-03-22 13:47:20,600,+13.9,+22.6,+12.7,+14.3,+26.0,+80.0,+29.3,+46.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1088,2021-03-22 13:47:20,700,+13.6,+23.0,+12.7,+14.1,+25.7,+80.3,+29.2,+46.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1089,2021-03-22 13:47:20,800,+13.7,+23.0,+13.0,+14.2,+25.7,+79.7,+29.4,+46.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1090,2021-03-22 13:47:20,900,+13.5,+23.0,+12.7,+14.1,+25.7,+80.1,+29.3,+46.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1091,2021-03-22 13:47:21,0,+13.8,+23.0,+12.7,+14.2,+25.4,+80.3,+29.3,+47.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1092,2021-03-22 13:47:21,100,+13.5,+23.0,+12.8,+14.0,+26.1,+80.2,+29.6,+46.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1093,2021-03-22 13:47:21,200,+13.4,+22.8,+12.7,+14.3,+25.6,+79.0,+29.4,+47.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1094,2021-03-22 13:47:21,300,+13.5,+22.9,+12.6,+14.3,+26.1,+78.1,+29.3,+47.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1095,2021-03-22 13:47:21,400,+13.6,+22.9,+12.8,+14.2,+25.7,+79.5,+29.5,+47.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1096,2021-03-22 13:47:21,500,+13.5,+22.8,+12.7,+14.2,+25.7,+80.2,+29.6,+47.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1097,2021-03-22 13:47:21,600,+13.2,+22.8,+12.8,+14.3,+25.7,+78.6,+29.6,+47.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1098,2021-03-22 13:47:21,700,+13.3,+23.0,+12.9,+14.5,+26.0,+78.5,+30.0,+47.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1099,2021-03-22 13:47:21,800,+13.5,+22.8,+12.8,+14.3,+26.1,+78.6,+29.9,+48.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1100,2021-03-22 13:47:21,900,+13.6,+22.9,+13.0,+14.3,+25.9,+79.3,+29.6,+47.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1101,2021-03-22 13:47:22,0,+13.5,+22.9,+12.7,+14.5,+26.1,+78.8,+30.0,+47.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1102,2021-03-22 13:47:22,100,+13.5,+23.4,+12.9,+14.5,+26.0,+77.7,+30.1,+48.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1103,2021-03-22 13:47:22,200,+13.2,+23.0,+12.8,+14.5,+26.2,+78.1,+30.3,+48.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1104,2021-03-22 13:47:22,300,+13.5,+22.6,+12.7,+14.6,+26.0,+78.1,+30.2,+48.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1105,2021-03-22 13:47:22,400,+13.6,+22.8,+13.0,+14.6,+26.1,+78.3,+30.2,+48.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1106,2021-03-22 13:47:22,500,+13.8,+22.6,+12.8,+14.5,+26.6,+80.1,+30.1,+48.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1107,2021-03-22 13:47:22,600,+13.7,+22.6,+13.0,+14.5,+26.4,+78.1,+30.3,+48.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1108,2021-03-22 13:47:22,700,+13.8,+22.8,+13.0,+14.5,+26.2,+77.5,+30.1,+48.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1109,2021-03-22 13:47:22,800,+13.2,+22.9,+13.2,+14.5,+26.3,+78.5,+30.3,+48.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1110,2021-03-22 13:47:22,900,+13.6,+22.7,+12.8,+14.4,+26.7,+78.1,+30.5,+48.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1111,2021-03-22 13:47:23,0,+13.6,+22.6,+13.1,+14.3,+26.8,+77.7,+30.8,+48.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1112,2021-03-22 13:47:23,100,+13.7,+22.7,+12.8,+14.3,+26.4,+77.3,+30.6,+48.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1113,2021-03-22 13:47:23,200,+13.5,+22.7,+12.7,+14.3,+26.5,+78.6,+30.7,+48.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1114,2021-03-22 13:47:23,300,+14.0,+22.7,+13.1,+14.1,+26.7,+78.8,+30.6,+49.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1115,2021-03-22 13:47:23,400,+13.7,+22.8,+13.3,+14.2,+26.4,+77.1,+30.7,+49.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1116,2021-03-22 13:47:23,500,+13.8,+22.3,+13.0,+14.1,+26.9,+77.6,+30.7,+48.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1117,2021-03-22 13:47:23,600,+13.5,+22.3,+13.3,+14.1,+26.6,+77.2,+30.8,+49.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1118,2021-03-22 13:47:23,700,+14.3,+22.6,+13.4,+14.1,+26.8,+77.2,+30.7,+47.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1119,2021-03-22 13:47:23,800,+13.8,+23.0,+13.1,+14.5,+27.0,+77.5,+30.8,+47.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
1120,2021-03-22 13:47:23,900,+13.8,+22.5,+13.1,+13.8,+27.2,+78.6,+30.9,+44.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
